Area_profesional;Puesto;Sector;Tipo_rango;Buenos Aires;Cuyo;Litoral-Centro;NEA;NOA;Patagonia;Dolar_Promedio_Mes
administración y finanzas.;Gerente de Tesorería;Servicios;Min;$4.572.493;$4.023.794;$4.206.694;$3.772.307;$3.886.619;$5.715.617;1284
administración y finanzas.;Gerente de Tesorería;Servicios;Max;$6.090.897;$5.359.989;$5.603.625;$5.024.990;$5.177.262;$7.613.621;1284
administración y finanzas.;Gerente de Tesorería;Transporte y logística;Min;$4.551.978;$4.005.741;$4.187.820;$3.755.382;$3.869.181;$5.689.973;1284
administración y finanzas.;Gerente de Tesorería;Transporte y logística;Max;$6.094.034;$5.362.750;$5.606.511;$5.027.578;$5.179.929;$7.617.542;1284
administración y finanzas.;Gerente de Impuestos;Automotriz;Min;$5.176.562;$4.555.374;$4.762.437;$4.270.663;$4.400.077;$6.470.702;1284
administración y finanzas.;Gerente de Impuestos;Automotriz;Max;$6.507.380;$5.726.495;$5.986.790;$5.368.589;$5.531.273;$8.134.226;1284
administración y finanzas.;Gerente de Impuestos;Banca & Serv Financieros;Min;$5.711.688;$5.026.286;$5.254.753;$4.712.143;$4.854.935;$7.139.610;1284
administración y finanzas.;Gerente de Impuestos;Banca & Serv Financieros;Max;$7.464.037;$6.568.352;$6.866.914;$6.157.830;$6.344.431;$9.330.046;1284
administración y finanzas.;Gerente de Impuestos;Consumo masivo;Min;$5.176.496;$4.555.317;$4.762.376;$4.270.609;$4.400.022;$6.470.620;1284
administración y finanzas.;Gerente de Impuestos;Consumo masivo;Max;$6.507.472;$5.726.575;$5.986.874;$5.368.664;$5.531.351;$8.134.340;1284
administración y finanzas.;Gerente de Impuestos;Gas, Petróleo y Minería;Min;$5.176.496;$4.555.317;$4.762.376;$4.270.609;$4.400.022;$6.470.620;1284
administración y finanzas.;Gerente de Impuestos;Gas, Petróleo y Minería;Max;$6.507.472;$5.726.575;$5.986.874;$5.368.664;$5.531.351;$8.134.340;1284
administración y finanzas.;Gerente de Impuestos;IT;Min;$5.711.631;$5.026.235;$5.254.700;$4.712.095;$4.854.886;$7.139.538;1284
administración y finanzas.;Gerente de Impuestos;IT;Max;$7.081.647;$6.231.849;$6.515.115;$5.842.359;$6.019.400;$8.852.058;1284
administración y finanzas.;Gerente de Impuestos;Lab & Pharma;Min;$5.533.315;$4.869.318;$5.090.650;$4.564.985;$4.703.318;$6.916.644;1284
administración y finanzas.;Gerente de Impuestos;Lab & Pharma;Max;$6.889.711;$6.062.946;$6.338.534;$5.684.012;$5.856.254;$8.612.139;1284
administración y finanzas.;Gerente de Impuestos;Manufactura;Min;$5.711.631;$5.026.235;$5.254.700;$4.712.095;$4.854.886;$7.139.538;1284
administración y finanzas.;Gerente de Impuestos;Manufactura;Max;$7.081.647;$6.231.849;$6.515.115;$5.842.359;$6.019.400;$8.852.058;1284
administración y finanzas.;Gerente de Impuestos;Retail & Comercio;Min;$5.176.570;$4.555.382;$4.762.444;$4.270.670;$4.400.085;$6.470.713;1284
administración y finanzas.;Gerente de Impuestos;Retail & Comercio;Max;$6.507.386;$5.726.500;$5.986.795;$5.368.594;$5.531.278;$8.134.233;1284
administración y finanzas.;Gerente de Impuestos;Servicios;Min;$5.176.235;$4.555.087;$4.762.136;$4.270.394;$4.399.800;$6.470.294;1284
administración y finanzas.;Gerente de Impuestos;Servicios;Max;$6.507.537;$5.726.633;$5.986.934;$5.368.718;$5.531.407;$8.134.422;1284
administración y finanzas.;Gerente de Impuestos;Transporte y logística;Min;$5.157.678;$4.538.757;$4.745.064;$4.255.085;$4.384.027;$6.447.098;1284
administración y finanzas.;Gerente de Impuestos;Transporte y logística;Max;$6.485.766;$5.707.474;$5.966.905;$5.350.757;$5.512.901;$8.107.208;1284
administración y finanzas.;Gerente de Control de  Gestion;Automotriz;Min;$5.182.481;$4.560.584;$4.767.883;$4.275.547;$4.405.109;$6.478.102;1284
administración y finanzas.;Gerente de Control de  Gestion;Automotriz;Max;$8.005.509;$7.044.848;$7.365.068;$6.604.545;$6.804.683;$10.006.886;1284
administración y finanzas.;Gerente de Control de  Gestion;Banca & Serv Financieros;Min;$5.700.941;$5.016.828;$5.244.866;$4.703.276;$4.845.800;$7.126.176;1284
administración y finanzas.;Gerente de Control de  Gestion;Banca & Serv Financieros;Max;$8.296.599;$7.301.007;$7.632.871;$6.844.694;$7.052.109;$10.370.748;1284
administración y finanzas.;Gerente de Control de  Gestion;Consumo masivo;Min;$5.182.481;$4.560.584;$4.767.883;$4.275.547;$4.405.109;$6.478.102;1284
administración y finanzas.;Gerente de Control de  Gestion;Consumo masivo;Max;$8.005.496;$7.044.836;$7.365.056;$6.604.534;$6.804.671;$10.006.870;1284
administración y finanzas.;Gerente de Control de  Gestion;Gas, Petróleo y Minería;Min;$5.182.481;$4.560.584;$4.767.883;$4.275.547;$4.405.109;$6.478.102;1284
administración y finanzas.;Gerente de Control de  Gestion;Gas, Petróleo y Minería;Max;$8.005.496;$7.044.836;$7.365.056;$6.604.534;$6.804.671;$10.006.870;1284
administración y finanzas.;Gerente de Control de  Gestion;IT;Min;$5.700.941;$5.016.828;$5.244.866;$4.703.276;$4.845.800;$7.126.176;1284
administración y finanzas.;Gerente de Control de  Gestion;IT;Max;$8.296.599;$7.301.007;$7.632.871;$6.844.694;$7.052.109;$10.370.748;1284
administración y finanzas.;Gerente de Control de  Gestion;Lab & Pharma;Min;$5.527.934;$4.864.582;$5.085.699;$4.560.545;$4.698.744;$6.909.917;1284
administración y finanzas.;Gerente de Control de  Gestion;Lab & Pharma;Max;$8.462.954;$7.447.400;$7.785.918;$6.981.937;$7.193.511;$10.578.693;1284
administración y finanzas.;Gerente de Control de  Gestion;Manufactura;Min;$5.700.941;$5.016.828;$5.244.866;$4.703.276;$4.845.800;$7.126.176;1284
administración y finanzas.;Gerente de Control de  Gestion;Manufactura;Max;$8.691.677;$7.648.676;$7.996.343;$7.170.634;$7.387.926;$10.864.596;1284
administración y finanzas.;Gerente de Control de  Gestion;Retail & Comercio;Min;$5.182.481;$4.560.584;$4.767.883;$4.275.547;$4.405.109;$6.478.102;1284
administración y finanzas.;Gerente de Control de  Gestion;Retail & Comercio;Max;$8.005.496;$7.044.836;$7.365.056;$6.604.534;$6.804.671;$10.006.870;1284
administración y finanzas.;Gerente de Control de  Gestion;Servicios;Min;$5.182.481;$4.560.584;$4.767.883;$4.275.547;$4.405.109;$6.478.102;1284
administración y finanzas.;Gerente de Control de  Gestion;Servicios;Max;$8.005.496;$7.044.836;$7.365.056;$6.604.534;$6.804.671;$10.006.870;1284
administración y finanzas.;Gerente de Control de  Gestion;Transporte y logística;Min;$5.157.766;$4.538.834;$4.745.144;$4.255.157;$4.384.101;$6.447.207;1284
administración y finanzas.;Gerente de Control de  Gestion;Transporte y logística;Max;$8.009.625;$7.048.470;$7.368.855;$6.607.941;$6.808.182;$10.012.032;1284
administración y finanzas.;Gerente de Cobranzas;Automotriz;Min;$4.152.030;$3.653.787;$3.819.868;$3.425.425;$3.529.226;$5.190.038;1284
administración y finanzas.;Gerente de Cobranzas;Automotriz;Max;$7.230.433;$6.362.781;$6.651.998;$5.965.107;$6.145.868;$9.038.041;1284
administración y finanzas.;Gerente de Cobranzas;Banca & Serv Financieros;Min;$4.581.249;$4.031.499;$4.214.749;$3.779.530;$3.894.061;$5.726.561;1284
administración y finanzas.;Gerente de Cobranzas;Banca & Serv Financieros;Max;$7.371.894;$6.487.267;$6.782.143;$6.081.813;$6.266.110;$9.214.868;1284
administración y finanzas.;Gerente de Cobranzas;Consumo masivo;Min;$4.152.043;$3.653.798;$3.819.880;$3.425.436;$3.529.237;$5.190.054;1284
administración y finanzas.;Gerente de Cobranzas;Consumo masivo;Max;$7.230.433;$6.362.781;$6.651.998;$5.965.107;$6.145.868;$9.038.041;1284
administración y finanzas.;Gerente de Cobranzas;Gas, Petróleo y Minería;Min;$4.152.043;$3.653.798;$3.819.880;$3.425.436;$3.529.237;$5.190.054;1284
administración y finanzas.;Gerente de Cobranzas;Gas, Petróleo y Minería;Max;$7.230.433;$6.362.781;$6.651.998;$5.965.107;$6.145.868;$9.038.041;1284
administración y finanzas.;Gerente de Cobranzas;IT;Min;$4.581.249;$4.031.499;$4.214.749;$3.779.530;$3.894.061;$5.726.561;1284
administración y finanzas.;Gerente de Cobranzas;IT;Max;$7.693.641;$6.770.404;$7.078.150;$6.347.254;$6.539.595;$9.617.051;1284
administración y finanzas.;Gerente de Cobranzas;Lab & Pharma;Min;$4.438.180;$3.905.599;$4.083.126;$3.661.499;$3.772.453;$5.547.725;1284
administración y finanzas.;Gerente de Cobranzas;Lab & Pharma;Max;$7.655.307;$6.736.670;$7.042.882;$6.315.628;$6.507.011;$9.569.134;1284
administración y finanzas.;Gerente de Cobranzas;Manufactura;Min;$4.153.010;$3.654.649;$3.820.770;$3.426.234;$3.530.059;$5.191.263;1284
administración y finanzas.;Gerente de Cobranzas;Manufactura;Max;$7.230.394;$6.362.746;$6.651.962;$5.965.075;$6.145.835;$9.037.992;1284
administración y finanzas.;Gerente de Cobranzas;Retail & Comercio;Min;$4.151.704;$3.653.499;$3.819.567;$3.425.155;$3.528.948;$5.189.630;1284
administración y finanzas.;Gerente de Cobranzas;Retail & Comercio;Max;$7.230.433;$6.362.781;$6.651.998;$5.965.107;$6.145.868;$9.038.041;1284
administración y finanzas.;Gerente de Cobranzas;Servicios;Min;$4.153.010;$3.654.649;$3.820.770;$3.426.234;$3.530.059;$5.191.263;1284
administración y finanzas.;Gerente de Cobranzas;Servicios;Max;$7.230.433;$6.362.781;$6.651.998;$5.965.107;$6.145.868;$9.038.041;1284
administración y finanzas.;Gerente de Cobranzas;Transporte y logística;Min;$4.136.937;$3.640.504;$3.805.982;$3.412.973;$3.516.396;$5.171.171;1284
administración y finanzas.;Gerente de Cobranzas;Transporte y logística;Max;$7.500.993;$6.600.874;$6.900.913;$6.188.319;$6.375.844;$9.376.241;1284
administración y finanzas.;Gerente de Contabilidad;Automotriz;Min;$5.162.601;$4.543.089;$4.749.593;$4.259.146;$4.388.211;$6.453.251;1284
administración y finanzas.;Gerente de Contabilidad;Automotriz;Max;$8.869.252;$7.804.941;$8.159.711;$7.317.133;$7.538.864;$11.086.565;1284
administración y finanzas.;Gerente de Contabilidad;Banca & Serv Financieros;Min;$5.735.865;$5.047.561;$5.276.996;$4.732.089;$4.875.485;$7.169.832;1284
administración y finanzas.;Gerente de Contabilidad;Banca & Serv Financieros;Max;$9.260.377;$8.149.132;$8.519.547;$7.639.811;$7.871.320;$11.575.471;1284
administración y finanzas.;Gerente de Contabilidad;Consumo masivo;Min;$5.162.605;$4.543.092;$4.749.597;$4.259.149;$4.388.214;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Consumo masivo;Max;$8.870.166;$7.805.746;$8.160.553;$7.317.887;$7.539.641;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;Gas, Petróleo y Minería;Min;$5.162.605;$4.543.092;$4.749.597;$4.259.149;$4.388.214;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Gas, Petróleo y Minería;Max;$8.870.166;$7.805.746;$8.160.553;$7.317.887;$7.539.641;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;IT;Min;$5.735.865;$5.047.561;$5.276.996;$4.732.089;$4.875.485;$7.169.832;1284
administración y finanzas.;Gerente de Contabilidad;IT;Max;$9.260.377;$8.149.132;$8.519.547;$7.639.811;$7.871.320;$11.575.471;1284
administración y finanzas.;Gerente de Contabilidad;Lab & Pharma;Min;$5.544.598;$4.879.246;$5.101.030;$4.574.293;$4.712.908;$6.930.748;1284
administración y finanzas.;Gerente de Contabilidad;Lab & Pharma;Max;$9.424.380;$8.293.454;$8.670.429;$7.775.113;$8.010.723;$11.780.475;1284
administración y finanzas.;Gerente de Contabilidad;Manufactura;Min;$5.735.865;$5.047.561;$5.276.996;$4.732.089;$4.875.485;$7.169.832;1284
administración y finanzas.;Gerente de Contabilidad;Manufactura;Max;$9.701.422;$8.537.251;$8.925.308;$8.003.673;$8.246.209;$12.126.777;1284
administración y finanzas.;Gerente de Contabilidad;Retail & Comercio;Min;$5.162.605;$4.543.092;$4.749.597;$4.259.149;$4.388.214;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Retail & Comercio;Max;$8.870.166;$7.805.746;$8.160.553;$7.317.887;$7.539.641;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;Servicios;Min;$5.162.605;$4.543.092;$4.749.597;$4.259.149;$4.388.214;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Servicios;Max;$8.870.166;$7.805.746;$8.160.553;$7.317.887;$7.539.641;$11.087.708;1284
administración y finanzas.;Gerente de Contabilidad;Transporte y logística;Min;$5.162.605;$4.543.092;$4.749.597;$4.259.149;$4.388.214;$6.453.256;1284
administración y finanzas.;Gerente de Contabilidad;Transporte y logística;Max;$8.899.580;$7.831.630;$8.187.613;$7.342.153;$7.564.643;$11.124.475;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Min;$4.546.579;$4.000.990;$4.182.853;$3.750.928;$3.864.592;$5.683.224;1284
administración y finanzas.;Gerente de Auditoría;Automotriz;Max;$8.683.033;$7.641.069;$7.988.390;$7.163.502;$7.380.578;$10.853.791;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Min;$5.001.385;$4.401.219;$4.601.274;$4.126.143;$4.251.177;$6.251.731;1284
administración y finanzas.;Gerente de Auditoría;Banca & Serv Financieros;Max;$8.641.738;$7.604.729;$7.950.399;$7.129.434;$7.345.477;$10.802.172;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Min;$4.546.580;$4.000.990;$4.182.853;$3.750.928;$3.864.593;$5.683.225;1284
administración y finanzas.;Gerente de Auditoría;Consumo masivo;Max;$8.683.033;$7.641.069;$7.988.390;$7.163.502;$7.380.578;$10.853.791;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Min;$4.547.664;$4.001.944;$4.183.851;$3.751.823;$3.865.514;$5.684.580;1284
administración y finanzas.;Gerente de Auditoría;Gas, Petróleo y Minería;Max;$7.959.457;$7.004.323;$7.322.701;$6.566.552;$6.765.539;$9.949.322;1284
administración y finanzas.;Gerente de Auditoría;IT;Min;$5.001.431;$4.401.259;$4.601.316;$4.126.180;$4.251.216;$6.251.788;1284
administración y finanzas.;Gerente de Auditoría;IT;Max;$8.641.738;$7.604.729;$7.950.399;$7.129.434;$7.345.477;$10.802.172;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Min;$4.849.535;$4.267.591;$4.461.572;$4.000.866;$4.122.105;$6.061.919;1284
administración y finanzas.;Gerente de Auditoría;Lab & Pharma;Max;$8.414.355;$7.404.632;$7.741.206;$6.941.842;$7.152.201;$10.517.943;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Min;$5.001.385;$4.401.219;$4.601.274;$4.126.143;$4.251.177;$6.251.731;1284
administración y finanzas.;Gerente de Auditoría;Manufactura;Max;$8.641.738;$7.604.729;$7.950.399;$7.129.434;$7.345.477;$10.802.172;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Min;$4.546.619;$4.001.024;$4.182.889;$3.750.960;$3.864.626;$5.683.273;1284
administración y finanzas.;Gerente de Auditoría;Retail & Comercio;Max;$8.683.686;$7.641.644;$7.988.991;$7.164.041;$7.381.133;$10.854.608;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Min;$4.546.357;$4.000.794;$4.182.649;$3.750.745;$3.864.404;$5.682.947;1284
administración y finanzas.;Gerente de Auditoría;Servicios;Max;$8.683.686;$7.641.644;$7.988.991;$7.164.041;$7.381.133;$10.854.608;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Min;$4.547.664;$4.001.944;$4.183.851;$3.751.823;$3.865.514;$5.684.580;1284
administración y finanzas.;Gerente de Auditoría;Transporte y logística;Max;$8.683.686;$7.641.644;$7.988.991;$7.164.041;$7.381.133;$10.854.608;1284
administración y finanzas.;Gerente de Legales;Automotriz;Min;$5.059.263;$4.452.152;$4.654.522;$4.173.892;$4.300.374;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Automotriz;Max;$7.562.750;$6.655.220;$6.957.730;$6.239.269;$6.428.337;$9.453.437;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Min;$5.433.706;$4.781.661;$4.999.010;$4.482.808;$4.618.650;$6.792.133;1284
administración y finanzas.;Gerente de Legales;Banca & Serv Financieros;Max;$7.895.486;$6.948.027;$7.263.847;$6.513.776;$6.711.163;$9.869.357;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Min;$5.059.391;$4.452.264;$4.654.640;$4.173.998;$4.300.483;$6.324.239;1284
administración y finanzas.;Gerente de Legales;Consumo masivo;Max;$7.562.750;$6.655.220;$6.957.730;$6.239.269;$6.428.337;$9.453.437;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Min;$5.059.263;$4.452.152;$4.654.522;$4.173.892;$4.300.374;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Gas, Petróleo y Minería;Max;$7.562.705;$6.655.181;$6.957.689;$6.239.232;$6.428.299;$9.453.381;1284
administración y finanzas.;Gerente de Legales;IT;Min;$5.433.601;$4.781.569;$4.998.913;$4.482.721;$4.618.561;$6.792.002;1284
administración y finanzas.;Gerente de Legales;IT;Max;$7.895.294;$6.947.858;$7.263.670;$6.513.617;$6.711.000;$9.869.117;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Min;$5.433.601;$4.781.569;$4.998.913;$4.482.721;$4.618.561;$6.792.002;1284
administración y finanzas.;Gerente de Legales;Lab & Pharma;Max;$8.035.142;$7.070.925;$7.392.331;$6.628.992;$6.829.871;$10.043.928;1284
administración y finanzas.;Gerente de Legales;Manufactura;Min;$5.433.601;$4.781.569;$4.998.913;$4.482.721;$4.618.561;$6.792.002;1284
administración y finanzas.;Gerente de Legales;Manufactura;Max;$8.271.809;$7.279.192;$7.610.064;$6.824.242;$7.031.037;$10.339.761;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Min;$5.059.263;$4.452.152;$4.654.522;$4.173.892;$4.300.374;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Retail & Comercio;Max;$7.562.321;$6.654.842;$6.957.335;$6.238.915;$6.427.973;$9.452.901;1284
administración y finanzas.;Gerente de Legales;Servicios;Min;$5.059.263;$4.452.152;$4.654.522;$4.173.892;$4.300.374;$6.324.079;1284
administración y finanzas.;Gerente de Legales;Servicios;Max;$7.562.705;$6.655.181;$6.957.689;$6.239.232;$6.428.299;$9.453.381;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Min;$5.053.500;$4.447.080;$4.649.220;$4.169.138;$4.295.475;$6.316.875;1284
administración y finanzas.;Gerente de Legales;Transporte y logística;Max;$7.587.934;$6.677.382;$6.980.899;$6.260.046;$6.449.744;$9.484.918;1284
administración y finanzas.;Jefe de Legales;Automotriz;Min;$3.800.114;$3.344.101;$3.496.105;$3.135.094;$3.230.097;$4.750.143;1284
administración y finanzas.;Jefe de Legales;Automotriz;Max;$4.509.538;$3.968.394;$4.148.775;$3.720.369;$3.833.107;$5.636.923;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Min;$4.179.985;$3.678.387;$3.845.586;$3.448.488;$3.552.987;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Banca & Serv Financieros;Max;$5.073.350;$4.464.548;$4.667.482;$4.185.514;$4.312.348;$6.341.688;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Min;$3.800.114;$3.344.101;$3.496.105;$3.135.094;$3.230.097;$4.750.143;1284
administración y finanzas.;Jefe de Legales;Consumo masivo;Max;$4.697.322;$4.133.643;$4.321.536;$3.875.290;$3.992.724;$5.871.652;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Min;$3.800.114;$3.344.101;$3.496.105;$3.135.094;$3.230.097;$4.750.143;1284
administración y finanzas.;Jefe de Legales;Gas, Petróleo y Minería;Max;$4.697.322;$4.133.643;$4.321.536;$3.875.290;$3.992.724;$5.871.652;1284
administración y finanzas.;Jefe de Legales;IT;Min;$4.369.882;$3.845.496;$4.020.291;$3.605.152;$3.714.399;$5.462.352;1284
administración y finanzas.;Jefe de Legales;IT;Max;$5.073.350;$4.464.548;$4.667.482;$4.185.514;$4.312.348;$6.341.688;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Min;$4.179.985;$3.678.387;$3.845.586;$3.448.488;$3.552.987;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Lab & Pharma;Max;$4.885.605;$4.299.332;$4.494.757;$4.030.624;$4.152.764;$6.107.006;1284
administración y finanzas.;Jefe de Legales;Manufactura;Min;$4.179.985;$3.678.387;$3.845.586;$3.448.488;$3.552.987;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Manufactura;Max;$5.073.350;$4.464.548;$4.667.482;$4.185.514;$4.312.348;$6.341.688;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Min;$4.179.985;$3.678.387;$3.845.586;$3.448.488;$3.552.987;$5.224.981;1284
administración y finanzas.;Jefe de Legales;Retail & Comercio;Max;$4.885.567;$4.299.299;$4.494.721;$4.030.593;$4.152.732;$6.106.958;1284
administración y finanzas.;Jefe de Legales;Servicios;Min;$3.610.205;$3.176.980;$3.321.388;$2.978.419;$3.068.674;$4.512.756;1284
administración y finanzas.;Jefe de Legales;Servicios;Max;$4.321.767;$3.803.155;$3.976.026;$3.565.458;$3.673.502;$5.402.209;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Min;$3.790.509;$3.335.648;$3.487.269;$3.127.170;$3.221.933;$4.738.137;1284
administración y finanzas.;Jefe de Legales;Transporte y logística;Max;$4.516.198;$3.974.254;$4.154.902;$3.725.863;$3.838.768;$5.645.247;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Min;$3.528.229;$3.104.842;$3.245.971;$2.910.789;$2.998.995;$4.410.287;1284
administración y finanzas.;Jefe de Tesorería;Automotriz;Max;$4.387.816;$3.861.278;$4.036.791;$3.619.948;$3.729.644;$5.484.770;1284
administración y finanzas.;Jefe de Tesorería;Banca & Serv Financieros;Min;$4.057.353;$3.570.470;$3.732.764;$3.347.316;$3.448.750;$5.071.691;1284
